id,name,semantic_name,description,alt_text,category_slug,category,source_slide,slide_order,primary_use_group,use_groups,tags,png_512
health-medical-wellbeing-006,Hand Blood Drop,hand-blood-drop,"Hand with blood drop, representing blood test, donation, or health sample.",Hand with blood drop.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,6,digital-it-security,digital-it-security;drilling-rigs-wells;health-wellbeing-medical,blood;digital-it-security;donation;drilling-rigs-wells;drop;hand;hand-blood-drop;health;health-medical-wellbeing;health-wellbeing-medical;or;representing;sample;test;with,png/512/health-medical-wellbeing/health-medical-wellbeing-006.png
health-medical-wellbeing-007,Atom Medical Science,atom-medical-science,"Atom symbol, representing medical science, research, or health technology.",Atom symbol.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,7,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;learning-education,atom;atom-medical-science;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;learning-education;medical;or;representing;research;science;symbol;technology,png/512/health-medical-wellbeing/health-medical-wellbeing-007.png
health-medical-wellbeing-008,Mobile Medical,mobile-medical,"Mobile phone with medical cross, representing telehealth, mobile health, or health app.",Mobile phone with medical cross.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,8,communication-support,communication-support;digital-it-security;drilling-rigs-wells;health-wellbeing-medical,app;communication-support;cross;digital-it-security;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;medical;mobile;mobile-medical;or;phone;representing;telehealth;with,png/512/health-medical-wellbeing/health-medical-wellbeing-008.png
health-medical-wellbeing-009,Hospital Building,hospital-building,"Hospital building, representing healthcare facility, clinic, or medical services.",Hospital building.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,9,design-creative-assets,design-creative-assets;digital-it-security;drilling-rigs-wells;facilities-workplace;health-wellbeing-medical,building;clinic;design-creative-assets;digital-it-security;drilling-rigs-wells;facilities-workplace;facility;health-medical-wellbeing;health-wellbeing-medical;healthcare;hospital;hospital-building;medical;or;representing;services,png/512/health-medical-wellbeing/health-medical-wellbeing-009.png
health-medical-wellbeing-010,Ecg Monitor,ecg-monitor,"Screen with heartbeat line, representing vital signs, health monitoring, or medical diagnostics.",Screen with heartbeat line.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,10,design-creative-assets,design-creative-assets;digital-it-security;drilling-rigs-wells;health-wellbeing-medical,design-creative-assets;diagnostics;digital-it-security;drilling-rigs-wells;ecg-monitor;health;health-medical-wellbeing;health-wellbeing-medical;heartbeat;line;medical;monitoring;or;representing;screen;signs;vital;with,png/512/health-medical-wellbeing/health-medical-wellbeing-010.png
health-medical-wellbeing-011,Virus Microbe,virus-microbe,"Virus or microbe, representing infection, disease, or health risk.",Virus or microbe.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,11,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;safety-hse,disease;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;infection;microbe;or;representing;risk;safety-hse;virus;virus-microbe,png/512/health-medical-wellbeing/health-medical-wellbeing-011.png
health-medical-wellbeing-012,Medicine Package,medicine-package,"Medicine blister or package with cross, representing medication, pharmacy, or treatment.",Medicine blister or package with cross.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,12,digital-it-security,digital-it-security;drilling-rigs-wells;health-wellbeing-medical,blister;cross;digital-it-security;drilling-rigs-wells;health-medical-wellbeing;health-wellbeing-medical;medication;medicine;medicine-package;or;package;pharmacy;representing;treatment;with,png/512/health-medical-wellbeing/health-medical-wellbeing-012.png
health-medical-wellbeing-013,Tooth,tooth,"Tooth, representing dental health or dental care.",Tooth.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,13,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,care;dental;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;or;representing;tooth,png/512/health-medical-wellbeing/health-medical-wellbeing-013.png
health-medical-wellbeing-014,Eye Health,eye-health,"Eye, representing vision, eye care, or observation.",Eye.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,14,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,care;drilling-rigs-wells;eye;eye-health;health-medical-wellbeing;health-wellbeing-medical;observation;or;representing;vision,png/512/health-medical-wellbeing/health-medical-wellbeing-014.png
health-medical-wellbeing-015,Radiation Warning,radiation-warning,"Radiation symbol, representing radiation hazard, safety, or medical imaging risk.",Radiation symbol.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,15,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;safety-hse,drilling-rigs-wells;hazard;health-medical-wellbeing;health-wellbeing-medical;imaging;medical;or;radiation;radiation-warning;representing;risk;safety;safety-hse;symbol,png/512/health-medical-wellbeing/health-medical-wellbeing-015.png
health-medical-wellbeing-016,Toothbrush Toothpaste,toothbrush-toothpaste,"Toothbrush and toothpaste, representing dental hygiene or oral care.",Toothbrush and toothpaste.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,16,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,and;care;dental;drilling-rigs-wells;health-medical-wellbeing;health-wellbeing-medical;hygiene;or;oral;representing;toothbrush;toothbrush-toothpaste;toothpaste,png/512/health-medical-wellbeing/health-medical-wellbeing-016.png
health-medical-wellbeing-017,Emergency Siren,emergency-siren,"Emergency siren, representing alert, emergency response, or urgent medical support.",Emergency siren.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,17,communication-support,communication-support;drilling-rigs-wells;health-wellbeing-medical;safety-hse,alert;communication-support;drilling-rigs-wells;emergency;emergency-siren;health-medical-wellbeing;health-wellbeing-medical;medical;or;representing;response;safety-hse;siren;support;urgent,png/512/health-medical-wellbeing/health-medical-wellbeing-017.png
health-medical-wellbeing-018,Medical Record Folder,medical-record-folder,"Medical folder with cross, representing health records, patient file, or documentation.",Medical folder with cross.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,18,digital-it-security,digital-it-security;documents-files-records;drilling-rigs-wells;health-wellbeing-medical,cross;digital-it-security;documentation;documents-files-records;drilling-rigs-wells;file;folder;health;health-medical-wellbeing;health-wellbeing-medical;medical;medical-record-folder;or;patient;records;representing;with,png/512/health-medical-wellbeing/health-medical-wellbeing-018.png
health-medical-wellbeing-019,Medical Checklist,medical-checklist,"Clipboard with pencil, representing medical form, health assessment, or checklist.",Clipboard with pencil.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,19,design-creative-assets,design-creative-assets;digital-it-security;documents-files-records;drilling-rigs-wells;health-wellbeing-medical;legal-compliance-governance;recruitment-talent,assessment;checklist;clipboard;design-creative-assets;digital-it-security;documents-files-records;drilling-rigs-wells;form;health;health-medical-wellbeing;health-wellbeing-medical;legal-compliance-governance;medical;medical-checklist;or;pencil;recruitment-talent;representing;with,png/512/health-medical-wellbeing/health-medical-wellbeing-019.png
health-medical-wellbeing-020,Weight Scale,weight-scale,"Scale, representing weight, wellbeing, or health measurement.",Scale.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,20,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;measurement;or;representing;scale;weight;weight-scale;wellbeing,png/512/health-medical-wellbeing/health-medical-wellbeing-020.png
health-medical-wellbeing-021,Health Lock Heart,health-lock-heart,"Lock with heart, representing protected health data, medical privacy, or secure wellbeing.",Lock with heart.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,21,analytics-reporting,analytics-reporting;design-creative-assets;digital-it-security;drilling-rigs-wells;health-wellbeing-medical;legal-compliance-governance;safety-hse,analytics-reporting;data;design-creative-assets;digital-it-security;drilling-rigs-wells;health;health-lock-heart;health-medical-wellbeing;health-wellbeing-medical;heart;legal-compliance-governance;lock;medical;or;privacy;protected;representing;safety-hse;secure;wellbeing;with,png/512/health-medical-wellbeing/health-medical-wellbeing-021.png
health-medical-wellbeing-022,Stomach,stomach,"Stomach, representing digestive health or medical specialty.",Stomach.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,22,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,digestive;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;medical;or;representing;specialty;stomach,png/512/health-medical-wellbeing/health-medical-wellbeing-022.png
health-medical-wellbeing-023,Brain,brain,"Brain, representing mental health, cognition, or wellbeing.",Brain.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,23,digital-it-security,digital-it-security;drilling-rigs-wells;health-wellbeing-medical,brain;cognition;digital-it-security;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;mental;or;representing;wellbeing,png/512/health-medical-wellbeing/health-medical-wellbeing-023.png
health-medical-wellbeing-024,Healthy Apple,healthy-apple,"Apple with heart, representing nutrition, healthy lifestyle, or wellbeing.",Apple with heart.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,24,design-creative-assets,design-creative-assets;digital-it-security;drilling-rigs-wells;health-wellbeing-medical;sustainability-environment,apple;design-creative-assets;digital-it-security;drilling-rigs-wells;health-medical-wellbeing;health-wellbeing-medical;healthy;healthy-apple;heart;lifestyle;nutrition;or;representing;sustainability-environment;wellbeing;with,png/512/health-medical-wellbeing/health-medical-wellbeing-024.png
health-medical-wellbeing-025,Lab Flask Medical,lab-flask-medical,"Laboratory flask, representing medical testing, diagnostics, or lab research.",Laboratory flask.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,25,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;learning-education,diagnostics;drilling-rigs-wells;flask;health-medical-wellbeing;health-wellbeing-medical;lab;lab-flask-medical;laboratory;learning-education;medical;or;representing;research;testing,png/512/health-medical-wellbeing/health-medical-wellbeing-025.png
health-medical-wellbeing-026,Bandage,bandage,"Bandage, representing injury care, treatment, or first aid.",Bandage.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,26,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,aid;bandage;care;drilling-rigs-wells;first;health-medical-wellbeing;health-wellbeing-medical;injury;or;representing;treatment,png/512/health-medical-wellbeing/health-medical-wellbeing-026.png
health-medical-wellbeing-027,Medical Book,medical-book,"Medical book with cross, representing health guidance, medical reference, or policy.",Medical book with cross.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,27,design-creative-assets,design-creative-assets;digital-it-security;documents-files-records;drilling-rigs-wells;health-wellbeing-medical;learning-education;legal-compliance-governance,book;cross;design-creative-assets;digital-it-security;documents-files-records;drilling-rigs-wells;guidance;health;health-medical-wellbeing;health-wellbeing-medical;learning-education;legal-compliance-governance;medical;medical-book;or;policy;reference;representing;with,png/512/health-medical-wellbeing/health-medical-wellbeing-027.png
health-medical-wellbeing-028,Ambulance,ambulance,"Ambulance, representing emergency medical transport or response.",Ambulance.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,28,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;logistics-transport;safety-hse,ambulance;drilling-rigs-wells;emergency;health-medical-wellbeing;health-wellbeing-medical;logistics-transport;medical;or;representing;response;safety-hse;transport,png/512/health-medical-wellbeing/health-medical-wellbeing-028.png
health-medical-wellbeing-029,Medical Cross Heart,medical-cross-heart,"Medical cross with heart, representing care, health support, or wellbeing services.",Medical cross with heart.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,29,communication-support,communication-support;design-creative-assets;digital-it-security;drilling-rigs-wells;health-wellbeing-medical,care;communication-support;cross;design-creative-assets;digital-it-security;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;heart;medical;medical-cross-heart;or;representing;services;support;wellbeing;with,png/512/health-medical-wellbeing/health-medical-wellbeing-029.png
health-medical-wellbeing-030,Xray Spine,xray-spine,"X-ray image of spine, representing medical imaging, orthopedics, or diagnostic scan.",X-ray image of spine.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,30,design-creative-assets,design-creative-assets;drilling-rigs-wells;health-wellbeing-medical,design-creative-assets;diagnostic;drilling-rigs-wells;health-medical-wellbeing;health-wellbeing-medical;image;imaging;medical;of;or;orthopedics;ray;representing;scan;spine;x;xray-spine,png/512/health-medical-wellbeing/health-medical-wellbeing-030.png
health-medical-wellbeing-031,Dental Tools,dental-tools,"Dental tools, representing dentist, dental care, or oral health.",Dental tools.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,31,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,care;dental;dental-tools;dentist;drilling-rigs-wells;health;health-medical-wellbeing;health-wellbeing-medical;or;oral;representing;tools,png/512/health-medical-wellbeing/health-medical-wellbeing-031.png
health-medical-wellbeing-032,Capsule Pills,capsule-pills,"Capsule pills, representing medication, pharmacy, or treatment.",Capsule pills.,health-medical-wellbeing,"Health, Medical & Wellbeing",9,32,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical,capsule;capsule-pills;drilling-rigs-wells;health-medical-wellbeing;health-wellbeing-medical;medication;or;pharmacy;pills;representing;treatment,png/512/health-medical-wellbeing/health-medical-wellbeing-032.png
health-medical-wellbeing-033,Health Medical Wellbeing Icon 033,health-medical-wellbeing-icon-033,"Health, Medical & Wellbeing icon for health medical wellbeing icon 033: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 033: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,33,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,033;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-033;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-033.png
health-medical-wellbeing-034,Health Medical Wellbeing Icon 034,health-medical-wellbeing-icon-034,"Health, Medical & Wellbeing icon for health medical wellbeing icon 034: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 034: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,34,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,034;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-034;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-034.png
health-medical-wellbeing-035,Health Medical Wellbeing Icon 035,health-medical-wellbeing-icon-035,"Health, Medical & Wellbeing icon for health medical wellbeing icon 035: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 035: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,35,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,035;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-035;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-035.png
health-medical-wellbeing-036,Health Medical Wellbeing Icon 036,health-medical-wellbeing-icon-036,"Health, Medical & Wellbeing icon for health medical wellbeing icon 036: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 036: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,36,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,036;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-036;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-036.png
health-medical-wellbeing-037,Health Medical Wellbeing Icon 037,health-medical-wellbeing-icon-037,"Health, Medical & Wellbeing icon for health medical wellbeing icon 037: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 037: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,37,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,037;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-037;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-037.png
health-medical-wellbeing-038,Health Medical Wellbeing Icon 038,health-medical-wellbeing-icon-038,"Health, Medical & Wellbeing icon for health medical wellbeing icon 038: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 038: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,38,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,038;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-038;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-038.png
health-medical-wellbeing-039,Health Medical Wellbeing Icon 039,health-medical-wellbeing-icon-039,"Health, Medical & Wellbeing icon for health medical wellbeing icon 039: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 039: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,39,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,039;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-039;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-039.png
health-medical-wellbeing-040,Health Medical Wellbeing Icon 040,health-medical-wellbeing-icon-040,"Health, Medical & Wellbeing icon for health medical wellbeing icon 040: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 040: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,40,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,040;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-040;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-040.png
health-medical-wellbeing-041,Health Medical Wellbeing Icon 041,health-medical-wellbeing-icon-041,"Health, Medical & Wellbeing icon for health medical wellbeing icon 041: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 041: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,41,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,041;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-041;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-041.png
health-medical-wellbeing-042,Health Medical Wellbeing Icon 042,health-medical-wellbeing-icon-042,"Health, Medical & Wellbeing icon for health medical wellbeing icon 042: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 042: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,42,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,042;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-042;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-042.png
health-medical-wellbeing-043,Health Medical Wellbeing Icon 043,health-medical-wellbeing-icon-043,"Health, Medical & Wellbeing icon for health medical wellbeing icon 043: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 043: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,43,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,043;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-043;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-043.png
health-medical-wellbeing-044,Health Medical Wellbeing Icon 044,health-medical-wellbeing-icon-044,"Health, Medical & Wellbeing icon for health medical wellbeing icon 044: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 044: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,44,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,044;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-044;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-044.png
health-medical-wellbeing-045,Health Medical Wellbeing Icon 045,health-medical-wellbeing-icon-045,"Health, Medical & Wellbeing icon for health medical wellbeing icon 045: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 045: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,45,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,045;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-045;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-045.png
health-medical-wellbeing-046,Health Medical Wellbeing Icon 046,health-medical-wellbeing-icon-046,"Health, Medical & Wellbeing icon for health medical wellbeing icon 046: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 046: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,46,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,046;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-046;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-046.png
health-medical-wellbeing-047,Health Medical Wellbeing Icon 047,health-medical-wellbeing-icon-047,"Health, Medical & Wellbeing icon for health medical wellbeing icon 047: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 047: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,47,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,047;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-047;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-047.png
health-medical-wellbeing-048,Health Medical Wellbeing Icon 048,health-medical-wellbeing-icon-048,"Health, Medical & Wellbeing icon for health medical wellbeing icon 048: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 048: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,48,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,048;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-048;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-048.png
health-medical-wellbeing-049,Health Medical Wellbeing Icon 049,health-medical-wellbeing-icon-049,"Health, Medical & Wellbeing icon for health medical wellbeing icon 049: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 049: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,49,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,049;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-049;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-049.png
health-medical-wellbeing-050,Health Medical Wellbeing Icon 050,health-medical-wellbeing-icon-050,"Health, Medical & Wellbeing icon for health medical wellbeing icon 050: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.","Health, Medical & Wellbeing icon for health medical wellbeing icon 050: Health, medical, wellbeing, care, emergency, resilience, or employee wellness icon.",health-medical-wellbeing,"Health, Medical & Wellbeing",9,50,drilling-rigs-wells,drilling-rigs-wells;health-wellbeing-medical;oil-gas-energy;people-hr-workforce;safety-hse,050;care;drilling-rigs-wells;emergency;employee;for;health;health-medical-wellbeing;health-medical-wellbeing-icon-050;health-wellbeing-medical;icon;medical;oil-gas-energy;or;people-hr-workforce;resilience;safety-hse;wellbeing;wellness,png/512/health-medical-wellbeing/health-medical-wellbeing-050.png
